lat,lng,type,city
21.195,72.819444,Mall,Surat
21.1950397,72.8216725,Mall,Surat
21.195,72.819444,Mall,Surat
21.181706,72.8306611,Mall,Surat
21.185449,72.814576,Mall,Surat
21.188291,72.841178,Mall,Surat
21.18105,72.820901,Mall,Surat
21.195,72.819444,Mall,Surat
21.169319,72.843535,Mall,Surat
21.1760862,72.8112505,Mall,Surat
21.1543091,72.8500709,Mall,Surat
21.1814013,72.8170822,Mall,Surat
21.1755454,72.8174339,Mall,Surat
21.1710488,72.8394714,Mall,Surat
21.1809602,72.8186827,Mall,Surat
21.195,72.819444,Mall,Surat
21.184433,72.817105,Mall,Surat
21.1898535,72.8146435,Mall,Surat
21.1812384,72.8175588,Mall,Surat
21.1884276,72.8409569,Mall,Surat
21.1960576,72.8370715,Mall,Surat
21.178654,72.83751,Mall,Surat
21.184181,72.833358,Mall,Surat
21.180564,72.820975,Mall,Surat
21.1813971,72.8256708,Mall,Surat
21.1893961,72.845184,Mall,Surat
21.1658939,72.829703,Mall,Surat
21.185535,72.844268,Mall,Surat
21.1722349,72.8115368,Mall,Surat
21.184742,72.833131,Mall,Surat
21.1982363,72.8248651,Mall,Surat
21.1812543,72.8246493,Mall,Surat
21.1702401,72.8310607,Hospital,Surat
21.190699,72.842308,Hospital,Surat
21.1738333,72.8378166,Hospital,Surat
21.184037,72.8469567,Hospital,Surat
21.1895046,72.8345911,Hospital,Surat
21.186118,72.8146372,Hospital,Surat
21.1631862,72.8117374,Hospital,Surat
21.1760277,72.8178328,Hospital,Surat
21.1920642,72.8365606,Hospital,Surat
21.184291,72.813123,Hospital,Surat
21.1750746,72.8077557,Hospital,Surat
21.1905925,72.8423487,Hospital,Surat
21.1722166,72.83875,Hospital,Surat
21.1784154,72.8191213,Hospital,Surat
21.1889967,72.8410362,Hospital,Surat
21.1910054,72.843332,Hospital,Surat
21.1850441,72.8200445,Hospital,Surat
21.1916647,72.8145725,Hospital,Surat
21.1929123,72.8437007,Hospital,Surat
21.1431152,72.8431097,Hospital,Surat
21.1889279,72.8116957,Hospital,Surat
21.1807255,72.8184548,Hospital,Surat
21.186652,72.810945,Hospital,Surat
21.1708226,72.8203245,Hospital,Surat
21.1844666,72.8331833,Hospital,Surat
21.1844252,72.8332822,Hospital,Surat
21.195,72.819444,Hospital,Surat
21.1758684,72.8095991,Hospital,Surat
21.195,72.819444,Hospital,Surat
21.1950397,72.8216725,Hospital,Surat
21.195,72.819444,Hospital,Surat
21.181706,72.8306611,Hospital,Surat
21.185449,72.814576,Hospital,Surat
21.188291,72.841178,Hospital,Surat
21.18105,72.820901,Hospital,Surat
21.195,72.819444,Hospital,Surat
21.169319,72.843535,Hospital,Surat
21.1760862,72.8112505,Hospital,Surat
21.1543091,72.8500709,Hospital,Surat
21.1814013,72.8170822,Hospital,Surat
21.1755454,72.8174339,Hospital,Surat
21.1710488,72.8394714,Hospital,Surat
21.1809602,72.8186827,Hospital,Surat
21.195,72.819444,Hospital,Surat
21.184433,72.817105,Hospital,Surat
21.1898535,72.8146435,Hospital,Surat
21.1812384,72.8175588,Hospital,Surat
21.1884276,72.8409569,Hospital,Surat
21.1960576,72.8370715,Hospital,Surat
21.178654,72.83751,Hospital,Surat
21.184181,72.833358,Hospital,Surat
21.180564,72.820975,Hospital,Surat
21.1813971,72.8256708,Hospital,Surat
21.1893961,72.845184,Hospital,Surat
21.1658939,72.829703,Hospital,Surat
21.185535,72.844268,Hospital,Surat
21.1722349,72.8115368,Hospital,Surat
21.184742,72.833131,Hospital,Surat
21.1982363,72.8248651,Hospital,Surat
21.1812543,72.8246493,Hospital,Surat
21.1702401,72.8310607,Bank,Surat
21.190699,72.842308,Bank,Surat
21.1738333,72.8378166,Bank,Surat
21.184037,72.8469567,Bank,Surat
21.1895046,72.8345911,Bank,Surat
21.186118,72.8146372,Bank,Surat
21.1631862,72.8117374,Bank,Surat
21.1760277,72.8178328,Bank,Surat
21.1920642,72.8365606,Bank,Surat
21.184291,72.813123,Bank,Surat
21.1750746,72.8077557,Bank,Surat
21.1905925,72.8423487,Bank,Surat
21.1722166,72.83875,Bank,Surat
21.1784154,72.8191213,Bank,Surat
21.1889967,72.8410362,Bank,Surat
21.1910054,72.843332,Bank,Surat
21.1850441,72.8200445,Bank,Surat
21.1916647,72.8145725,Bank,Surat
21.1929123,72.8437007,Bank,Surat
21.1431152,72.8431097,Bank,Surat
21.1889279,72.8116957,Bank,Surat
21.1807255,72.8184548,Bank,Surat
21.186652,72.810945,Bank,Surat
21.1708226,72.8203245,Bank,Surat
21.1844666,72.8331833,Bank,Surat
21.1844252,72.8332822,Bank,Surat
21.195,72.819444,Bank,Surat
21.1758684,72.8095991,Bank,Surat
21.195,72.819444,Bank,Surat
21.1950397,72.8216725,Bank,Surat
21.195,72.819444,Bank,Surat
21.181706,72.8306611,Bank,Surat
21.185449,72.814576,Bank,Surat
21.188291,72.841178,Bank,Surat
21.18105,72.820901,Bank,Surat
21.195,72.819444,Bank,Surat
21.169319,72.843535,Bank,Surat
21.1760862,72.8112505,Bank,Surat
21.1543091,72.8500709,Bank,Surat
21.1814013,72.8170822,Bank,Surat
21.1755454,72.8174339,Bank,Surat
21.1710488,72.8394714,Bank,Surat
21.1809602,72.8186827,Bank,Surat
21.195,72.819444,Bank,Surat
21.184433,72.817105,Bank,Surat
21.1898535,72.8146435,Bank,Surat
21.1812384,72.8175588,Bank,Surat
21.1884276,72.8409569,Bank,Surat
21.1960576,72.8370715,Bank,Surat
21.178654,72.83751,Bank,Surat
21.184181,72.833358,Bank,Surat
21.180564,72.820975,Bank,Surat
21.1813971,72.8256708,Bank,Surat
21.1893961,72.845184,Bank,Surat
21.1658939,72.829703,Bank,Surat
21.185535,72.844268,Bank,Surat
21.1722349,72.8115368,Bank,Surat
21.184742,72.833131,Bank,Surat
21.1982363,72.8248651,Bank,Surat
21.1812543,72.8246493,Bank,Surat
21.205665,72.8385983,Restaurant,Surat
21.2044237,72.839315,Restaurant,Surat
21.209054,72.8396285,Restaurant,Surat
21.2055692,72.8397548,Restaurant,Surat
21.1990115,72.8490123,Restaurant,Surat
21.1984129,72.8249064,Restaurant,Surat
21.1986637,72.8258227,Restaurant,Surat
21.1984764,72.8430247,Restaurant,Surat
21.1984764,72.8430247,Restaurant,Surat
21.2025992,72.8360044,Restaurant,Surat
21.1954201,72.8441439,Restaurant,Surat
21.1984764,72.8430247,Restaurant,Surat
21.196753,72.820036,Restaurant,Surat
21.2080664,72.83981,Restaurant,Surat
21.195,72.819444,Restaurant,Surat
21.1996808,72.8310037,Restaurant,Surat
21.2003058,72.8408928,Restaurant,Surat
21.195,72.819444,Restaurant,Surat
21.195,72.819444,Restaurant,Surat
21.195,72.819444,Restaurant,Surat
21.207453,72.834988,Restaurant,Surat
21.1995295,72.8375248,Restaurant,Surat
21.195,72.819444,Restaurant,Surat
21.2008064,72.8385786,Restaurant,Surat
21.1934817,72.8434586,Restaurant,Surat
21.200687,72.838486,Restaurant,Surat
21.205665,72.8385983,School,Surat
21.2044237,72.839315,School,Surat
21.209054,72.8396285,School,Surat
21.2055692,72.8397548,School,Surat
21.1990115,72.8490123,School,Surat
21.1984129,72.8249064,School,Surat
21.1986637,72.8258227,School,Surat
21.1984764,72.8430247,School,Surat
21.1984764,72.8430247,School,Surat
21.2025992,72.8360044,School,Surat
21.1954201,72.8441439,School,Surat
21.1984764,72.8430247,School,Surat
21.196753,72.820036,School,Surat
21.2080664,72.83981,School,Surat
21.195,72.819444,School,Surat
21.1996808,72.8310037,School,Surat
21.2003058,72.8408928,School,Surat
21.195,72.819444,School,Surat
21.195,72.819444,School,Surat
21.195,72.819444,School,Surat
21.207453,72.834988,School,Surat
21.1995295,72.8375248,School,Surat
21.195,72.819444,School,Surat
21.2008064,72.8385786,School,Surat
21.1934817,72.8434586,School,Surat
21.200687,72.838486,School,Surat
21.205665,72.8385983,Mall,Surat
21.2044237,72.839315,Mall,Surat
21.209054,72.8396285,Mall,Surat
21.2055692,72.8397548,Mall,Surat
21.1990115,72.8490123,Mall,Surat
21.1984129,72.8249064,Mall,Surat
21.1986637,72.8258227,Mall,Surat
21.1984764,72.8430247,Mall,Surat
21.1984764,72.8430247,Mall,Surat
21.2025992,72.8360044,Mall,Surat
21.1954201,72.8441439,Mall,Surat
21.1984764,72.8430247,Mall,Surat
21.196753,72.820036,Mall,Surat
21.2080664,72.83981,Mall,Surat
21.195,72.819444,Mall,Surat
21.1996808,72.8310037,Mall,Surat
21.2003058,72.8408928,Mall,Surat
21.195,72.819444,Mall,Surat
21.195,72.819444,Mall,Surat
21.195,72.819444,Mall,Surat
21.207453,72.834988,Mall,Surat
21.1995295,72.8375248,Mall,Surat
21.195,72.819444,Mall,Surat
21.2008064,72.8385786,Mall,Surat
21.1934817,72.8434586,Mall,Surat
21.200687,72.838486,Mall,Surat
21.205665,72.8385983,Hospital,Surat
21.2044237,72.839315,Hospital,Surat
21.209054,72.8396285,Hospital,Surat
21.2055692,72.8397548,Hospital,Surat
21.1990115,72.8490123,Hospital,Surat
21.1984129,72.8249064,Hospital,Surat
21.1986637,72.8258227,Hospital,Surat
21.1984764,72.8430247,Hospital,Surat
21.1984764,72.8430247,Hospital,Surat
21.2025992,72.8360044,Hospital,Surat
21.1954201,72.8441439,Hospital,Surat
21.1984764,72.8430247,Hospital,Surat
21.196753,72.820036,Hospital,Surat
21.2080664,72.83981,Hospital,Surat
21.195,72.819444,Hospital,Surat
21.1996808,72.8310037,Hospital,Surat
21.2003058,72.8408928,Hospital,Surat
21.195,72.819444,Hospital,Surat
21.195,72.819444,Hospital,Surat
21.195,72.819444,Hospital,Surat
21.207453,72.834988,Hospital,Surat
21.1995295,72.8375248,Hospital,Surat
21.195,72.819444,Hospital,Surat
21.2008064,72.8385786,Hospital,Surat
21.1934817,72.8434586,Hospital,Surat
21.200687,72.838486,Hospital,Surat
21.205665,72.8385983,Bank,Surat
21.2044237,72.839315,Bank,Surat
21.209054,72.8396285,Bank,Surat
21.2055692,72.8397548,Bank,Surat
21.1990115,72.8490123,Bank,Surat
21.1984129,72.8249064,Bank,Surat
21.1986637,72.8258227,Bank,Surat
21.1984764,72.8430247,Bank,Surat
21.1984764,72.8430247,Bank,Surat
21.2025992,72.8360044,Bank,Surat
21.1954201,72.8441439,Bank,Surat
21.1984764,72.8430247,Bank,Surat
21.196753,72.820036,Bank,Surat
21.2080664,72.83981,Bank,Surat
21.195,72.819444,Bank,Surat
21.1996808,72.8310037,Bank,Surat
21.2003058,72.8408928,Bank,Surat
21.195,72.819444,Bank,Surat
21.195,72.819444,Bank,Surat
21.195,72.819444,Bank,Surat
21.207453,72.834988,Bank,Surat
21.1995295,72.8375248,Bank,Surat
21.195,72.819444,Bank,Surat
21.2008064,72.8385786,Bank,Surat
21.1934817,72.8434586,Bank,Surat
21.200687,72.838486,Bank,Surat
21.177336,72.789774,Restaurant,Surat
21.175315,72.7954537,Restaurant,Surat
21.1743848,72.7969692,Restaurant,Surat
21.193767,72.798564,Restaurant,Surat
21.175304,72.794408,Restaurant,Surat
21.186447,72.79314,Restaurant,Surat
21.163727,72.794326,Restaurant,Surat
21.1739374,72.7967191,Restaurant,Surat
21.186042,72.794379,Restaurant,Surat
21.1744498,72.7972924,Restaurant,Surat
21.1681009,72.7944029,Restaurant,Surat
21.1745406,72.8028188,Restaurant,Surat
21.1933746,72.8042336,Restaurant,Surat
21.1930153,72.7988382,Restaurant,Surat
21.1972333,72.8197333,Restaurant,Surat
21.177336,72.789774,School,Surat
21.175315,72.7954537,School,Surat
21.1743848,72.7969692,School,Surat
21.193767,72.798564,School,Surat
21.175304,72.794408,School,Surat
21.186447,72.79314,School,Surat
21.163727,72.794326,School,Surat
21.1739374,72.7967191,School,Surat
21.186042,72.794379,School,Surat
21.1744498,72.7972924,School,Surat
21.1681009,72.7944029,School,Surat
21.1745406,72.8028188,School,Surat
21.1933746,72.8042336,School,Surat
21.1930153,72.7988382,School,Surat
21.1972333,72.8197333,School,Surat
21.177336,72.789774,Mall,Surat
21.175315,72.7954537,Mall,Surat
21.1743848,72.7969692,Mall,Surat
21.193767,72.798564,Mall,Surat
21.175304,72.794408,Mall,Surat
21.186447,72.79314,Mall,Surat
21.163727,72.794326,Mall,Surat
21.1739374,72.7967191,Mall,Surat
21.186042,72.794379,Mall,Surat
21.1744498,72.7972924,Mall,Surat
21.1681009,72.7944029,Mall,Surat
21.1745406,72.8028188,Mall,Surat
21.1933746,72.8042336,Mall,Surat
21.1930153,72.7988382,Mall,Surat
21.1972333,72.8197333,Mall,Surat
21.177336,72.789774,Hospital,Surat
21.175315,72.7954537,Hospital,Surat
21.1743848,72.7969692,Hospital,Surat
21.193767,72.798564,Hospital,Surat
21.175304,72.794408,Hospital,Surat
21.186447,72.79314,Hospital,Surat
21.163727,72.794326,Hospital,Surat
21.1739374,72.7967191,Hospital,Surat
21.186042,72.794379,Hospital,Surat
21.1744498,72.7972924,Hospital,Surat
21.1681009,72.7944029,Hospital,Surat
21.1745406,72.8028188,Hospital,Surat
21.1933746,72.8042336,Hospital,Surat
21.1930153,72.7988382,Hospital,Surat
21.1972333,72.8197333,Hospital,Surat
21.177336,72.789774,Bank,Surat
21.175315,72.7954537,Bank,Surat
21.1743848,72.7969692,Bank,Surat
21.193767,72.798564,Bank,Surat
21.175304,72.794408,Bank,Surat
21.186447,72.79314,Bank,Surat
21.163727,72.794326,Bank,Surat
21.1739374,72.7967191,Bank,Surat
21.186042,72.794379,Bank,Surat
21.1744498,72.7972924,Bank,Surat
21.1681009,72.7944029,Bank,Surat
21.1745406,72.8028188,Bank,Surat
21.1933746,72.8042336,Bank,Surat
21.1930153,72.7988382,Bank,Surat
21.1972333,72.8197333,Bank,Surat
21.1658497,72.7939594,Restaurant,Surat
21.195,72.819444,Restaurant,Surat
21.1748869,72.8013509,Restaurant,Surat
21.1771221,72.797435,Restaurant,Surat
21.1658497,72.7939594,School,Surat
21.195,72.819444,School,Surat
21.1748869,72.8013509,School,Surat
21.1771221,72.797435,School,Surat
21.1658497,72.7939594,Mall,Surat
21.195,72.819444,Mall,Surat
21.1748869,72.8013509,Mall,Surat
21.1771221,72.797435,Mall,Surat
21.1658497,72.7939594,Hospital,Surat
21.195,72.819444,Hospital,Surat
21.1748869,72.8013509,Hospital,Surat
21.1771221,72.797435,Hospital,Surat
21.1658497,72.7939594,Bank,Surat
21.195,72.819444,Bank,Surat
21.1748869,72.8013509,Bank,Surat
21.1771221,72.797435,Bank,Surat
21.1642532,72.7861132,Restaurant,Surat
21.1664707,72.7846665,Restaurant,Surat
21.1913033,72.787734,Restaurant,Surat
21.1707684,72.7886188,Restaurant,Surat
21.1911054,72.795615,Restaurant,Surat
21.17419,72.793484,Restaurant,Surat
21.1838282,72.7862673,Restaurant,Surat
21.1671514,72.7860439,Restaurant,Surat
21.1702316,72.7955882,Restaurant,Surat
21.1869453,72.7901067,Restaurant,Surat
21.1694553,72.7930153,Restaurant,Surat
21.1642532,72.7861132,School,Surat
21.1664707,72.7846665,School,Surat
21.1913033,72.787734,School,Surat
21.1707684,72.7886188,School,Surat
21.1911054,72.795615,School,Surat
21.17419,72.793484,School,Surat
21.1838282,72.7862673,School,Surat
21.1671514,72.7860439,School,Surat
21.1702316,72.7955882,School,Surat
21.1869453,72.7901067,School,Surat
21.1694553,72.7930153,School,Surat
21.1642532,72.7861132,Mall,Surat
21.1664707,72.7846665,Mall,Surat
21.1913033,72.787734,Mall,Surat
21.1707684,72.7886188,Mall,Surat
21.1911054,72.795615,Mall,Surat
21.17419,72.793484,Mall,Surat
21.1838282,72.7862673,Mall,Surat
21.1671514,72.7860439,Mall,Surat
21.1702316,72.7955882,Mall,Surat
21.1869453,72.7901067,Mall,Surat
21.1694553,72.7930153,Mall,Surat
21.1642532,72.7861132,Hospital,Surat
21.1664707,72.7846665,Hospital,Surat
21.1913033,72.787734,Hospital,Surat
21.1707684,72.7886188,Hospital,Surat
21.1911054,72.795615,Hospital,Surat
21.17419,72.793484,Hospital,Surat
21.1838282,72.7862673,Hospital,Surat
21.1671514,72.7860439,Hospital,Surat
21.1702316,72.7955882,Hospital,Surat
21.1869453,72.7901067,Hospital,Surat
21.1694553,72.7930153,Hospital,Surat
21.1642532,72.7861132,Bank,Surat
21.1664707,72.7846665,Bank,Surat
21.1913033,72.787734,Bank,Surat
21.1707684,72.7886188,Bank,Surat
21.1911054,72.795615,Bank,Surat
21.17419,72.793484,Bank,Surat
21.1838282,72.7862673,Bank,Surat
21.1671514,72.7860439,Bank,Surat
21.1702316,72.7955882,Bank,Surat
21.1869453,72.7901067,Bank,Surat
21.1694553,72.7930153,Bank,Surat
21.2131711,72.8263423,Restaurant,Surat
21.2146808,72.8301137,Restaurant,Surat
21.2131711,72.8263423,School,Surat
21.2146808,72.8301137,School,Surat
21.2131711,72.8263423,Mall,Surat
21.2146808,72.8301137,Mall,Surat
21.2131711,72.8263423,Hospital,Surat
21.2146808,72.8301137,Hospital,Surat
21.2131711,72.8263423,Bank,Surat
21.2146808,72.8301137,Bank,Surat
21.1431152,72.8431098,Restaurant,Surat
21.1276811,72.8574558,Restaurant,Surat
21.15145,72.83815,Restaurant,Surat
21.1704683,72.8430113,Restaurant,Surat
21.1695703,72.8441995,Restaurant,Surat
21.1718339,72.8363889,Restaurant,Surat
21.157365,72.835261,Restaurant,Surat
21.1730549,72.8382178,Restaurant,Surat
21.1512479,72.83686,Restaurant,Surat
21.1715963,72.8414369,Restaurant,Surat
21.16469,72.835973,Restaurant,Surat
21.166405,72.841367,Restaurant,Surat
21.1694499,72.8440221,Restaurant,Surat
21.1618632,72.8423334,Restaurant,Surat
21.169925,72.845578,Restaurant,Surat
21.1657841,72.8410198,Restaurant,Surat
21.167293,72.848786,Restaurant,Surat
21.1699747,72.8432166,Restaurant,Surat
21.169045,72.843303,Restaurant,Surat
21.1431152,72.8431098,Restaurant,Surat
21.1442591,72.8481028,Restaurant,Surat
21.1574528,72.8322892,Restaurant,Surat
21.1682447,72.8472519,Restaurant,Surat
21.1639476,72.841925,Restaurant,Surat
21.140566,72.842686,Restaurant,Surat
21.1700987,72.8457091,Restaurant,Surat
21.170381,72.8493683,Restaurant,Surat
21.1353932,72.849494,Restaurant,Surat
21.1629133,72.8498769,Restaurant,Surat
21.1622852,72.8574558,Restaurant,Surat
21.171338,72.841436,Restaurant,Surat
21.16008,72.841458,Restaurant,Surat
21.1660466,72.8437294,Restaurant,Surat
21.1717739,72.8399167,Restaurant,Surat
21.169058,72.843926,Restaurant,Surat
21.163084,72.851511,Restaurant,Surat
21.151456,72.845138,Restaurant,Surat
21.154127,72.840718,Restaurant,Surat
21.1675806,72.8401241,Restaurant,Surat
21.162881,72.844922,Restaurant,Surat
21.1618439,72.8480529,Restaurant,Surat
21.1645325,72.8360041,Restaurant,Surat
21.166512,72.846983,Restaurant,Surat
21.1662936,72.8404336,Restaurant,Surat
21.1622852,72.8574558,Restaurant,Surat
21.150855,72.837767,Restaurant,Surat
21.1430797,72.8343901,Restaurant,Surat
21.1449833,72.8542019,Restaurant,Surat
21.1430797,72.8343901,Restaurant,Surat
21.139937,72.84252,Restaurant,Surat
21.1418588,72.8436212,Restaurant,Surat
21.1665957,72.8472918,Restaurant,Surat
21.1431152,72.8431098,School,Surat
21.1276811,72.8574558,School,Surat
21.15145,72.83815,School,Surat
21.1704683,72.8430113,School,Surat
21.1695703,72.8441995,School,Surat
21.1718339,72.8363889,School,Surat
21.157365,72.835261,School,Surat
21.1730549,72.8382178,School,Surat
21.1512479,72.83686,School,Surat
21.1715963,72.8414369,School,Surat
21.16469,72.835973,School,Surat
21.166405,72.841367,School,Surat
21.1694499,72.8440221,School,Surat
21.1618632,72.8423334,School,Surat
21.169925,72.845578,School,Surat
21.1657841,72.8410198,School,Surat
21.167293,72.848786,School,Surat
21.1699747,72.8432166,School,Surat
21.169045,72.843303,School,Surat
21.1431152,72.8431098,School,Surat
21.1442591,72.8481028,School,Surat
21.1574528,72.8322892,School,Surat
21.1682447,72.8472519,School,Surat
21.1639476,72.841925,School,Surat
21.140566,72.842686,School,Surat
21.1700987,72.8457091,School,Surat
21.170381,72.8493683,School,Surat
21.1353932,72.849494,School,Surat
21.1629133,72.8498769,School,Surat
21.1622852,72.8574558,School,Surat
21.171338,72.841436,School,Surat
21.16008,72.841458,School,Surat
21.1660466,72.8437294,School,Surat
21.1717739,72.8399167,School,Surat
21.169058,72.843926,School,Surat
21.163084,72.851511,School,Surat
21.151456,72.845138,School,Surat
21.154127,72.840718,School,Surat
21.1675806,72.8401241,School,Surat
21.162881,72.844922,School,Surat
21.1618439,72.8480529,School,Surat
21.1645325,72.8360041,School,Surat
21.166512,72.846983,School,Surat
21.1662936,72.8404336,School,Surat
21.1622852,72.8574558,School,Surat
21.150855,72.837767,School,Surat
21.1430797,72.8343901,School,Surat
21.1449833,72.8542019,School,Surat
21.1430797,72.8343901,School,Surat
21.139937,72.84252,School,Surat
21.1418588,72.8436212,School,Surat
21.1665957,72.8472918,School,Surat
21.1431152,72.8431098,Mall,Surat
21.1276811,72.8574558,Mall,Surat
21.15145,72.83815,Mall,Surat
21.1704683,72.8430113,Mall,Surat
21.1695703,72.8441995,Mall,Surat
21.1718339,72.8363889,Mall,Surat
21.157365,72.835261,Mall,Surat
21.1730549,72.8382178,Mall,Surat
21.1512479,72.83686,Mall,Surat
21.1715963,72.8414369,Mall,Surat
21.16469,72.835973,Mall,Surat
21.166405,72.841367,Mall,Surat
21.1694499,72.8440221,Mall,Surat
21.1618632,72.8423334,Mall,Surat
21.169925,72.845578,Mall,Surat
21.1657841,72.8410198,Mall,Surat
21.167293,72.848786,Mall,Surat
21.1699747,72.8432166,Mall,Surat
21.169045,72.843303,Mall,Surat
21.1431152,72.8431098,Mall,Surat
21.1442591,72.8481028,Mall,Surat
21.1574528,72.8322892,Mall,Surat
21.1682447,72.8472519,Mall,Surat
21.1639476,72.841925,Mall,Surat
21.140566,72.842686,Mall,Surat
21.1700987,72.8457091,Mall,Surat
